path,filename,word,phrase,upload_date,token
/content/asl_app_data/dictionary/SG ASL Background (History) 2 2023-12-5 CC.mp4,SG ASL Background (History) 2 2023-12-5 CC.mp4,,Background History,2023-12-5,BACKGROUND HISTORY
/content/asl_app_data/dictionary/SG ASL Backlash 3 2023-12-6 CC.mp4,SG ASL Backlash 3 2023-12-6 CC.mp4,Backlash,,2023-12-6,BACKLASH
/content/asl_app_data/dictionary/SG ASL Backlight 1 2023-12-6 CC.mp4,SG ASL Backlight 1 2023-12-6 CC.mp4,Backlight,,2023-12-6,BACKLIGHT
/content/asl_app_data/dictionary/SG ASL Backlog 1 2023-12-6 CC.mp4,SG ASL Backlog 1 2023-12-6 CC.mp4,Backlog,,2023-12-6,BACKLOG
/content/asl_app_data/dictionary/SG ASL Backpack 2023-12-7 CC.mp4,SG ASL Backpack 2023-12-7 CC.mp4,Backpack,,2023-12-7,BACKPACK
/content/asl_app_data/dictionary/SG ASL Backpack (Variant) 2 2023-12-7 CC.mp4,SG ASL Backpack (Variant) 2 2023-12-7 CC.mp4,,Backpack Variant,2023-12-7,BACKPACK VARIANT
/content/asl_app_data/dictionary/SG ASL Backpacking 1 2023-12-7 CC.mp4,SG ASL Backpacking 1 2023-12-7 CC.mp4,Backpacking,,2023-12-7,BACKPACKING
/content/asl_app_data/dictionary/SG ASL Backpay 2 2023-12-8 CC.mp4,SG ASL Backpay 2 2023-12-8 CC.mp4,Backpay,,2023-12-8,BACKPAY
/content/asl_app_data/dictionary/SG ASL Backpedaling 1 2023-12-10 CC.mp4,SG ASL Backpedaling 1 2023-12-10 CC.mp4,Backpedaling,,2023-12-10,BACKPEDALING
/content/asl_app_data/dictionary/SG ASL Backstab 3 2023-12-10 CC.mp4,SG ASL Backstab 3 2023-12-10 CC.mp4,Backstab,,2023-12-10,BACKSTAB
/content/asl_app_data/dictionary/SG ASL Backstroke 1 2023-12-10 CC.mp4,SG ASL Backstroke 1 2023-12-10 CC.mp4,Backstroke,,2023-12-10,BACKSTROKE
/content/asl_app_data/dictionary/SG ASL Backup Other 2023-12-10 CC.mp4,SG ASL Backup Other 2023-12-10 CC.mp4,,Backup Other,2023-12-10,BACKUP OTHER
/content/asl_app_data/dictionary/SG ASL Backward 2 2023-12-10 CC.mp4,SG ASL Backward 2 2023-12-10 CC.mp4,Backward,,2023-12-10,BACKWARD
/content/asl_app_data/dictionary/SG ASL Backyard (Alt) 2023-12-10 CC.mp4,SG ASL Backyard (Alt) 2023-12-10 CC.mp4,Backyard,,2023-12-10,BACKYARD
/content/asl_app_data/dictionary/SG ASL Bacon 3 2023-12-11 CC.mp4,SG ASL Bacon 3 2023-12-11 CC.mp4,Bacon,,2023-12-11,BACON
/content/asl_app_data/dictionary/SG ASL Bad (Alt) 2023-12-11 CC.mp4,SG ASL Bad (Alt) 2023-12-11 CC.mp4,Bad,,2023-12-11,BAD
/content/asl_app_data/dictionary/SG ASL Bad Action 2 2023-12-11 CC.mp4,SG ASL Bad Action 2 2023-12-11 CC.mp4,,Bad Action,2023-12-11,BAD ACTION
/content/asl_app_data/dictionary/SG ASL Bad Breath (Alt) 2023-12-12 CC.mp4,SG ASL Bad Breath (Alt) 2023-12-12 CC.mp4,,Bad Breath,2023-12-12,BAD BREATH
/content/asl_app_data/dictionary/SG ASL Bad Mannered 3 2023-12-12 CC.mp4,SG ASL Bad Mannered 3 2023-12-12 CC.mp4,,Bad Mannered,2023-12-12,BAD MANNERED
/content/asl_app_data/dictionary/SG ASL Bad Repuation (Alt) 1 2023-12-12 CC.mp4,SG ASL Bad Repuation (Alt) 1 2023-12-12 CC.mp4,,Bad Repuation,2023-12-12,BAD REPUATION
/content/asl_app_data/dictionary/SG ASL Bad repuation 2 2023-12-12 CC.mp4,SG ASL Bad repuation 2 2023-12-12 CC.mp4,,Bad repuation,2023-12-12,BAD REPUATION
/content/asl_app_data/dictionary/SG ASL Badge (Alt) 2 2023-12-13 CC.mp4,SG ASL Badge (Alt) 2 2023-12-13 CC.mp4,Badge,,2023-12-13,BADGE
/content/asl_app_data/dictionary/SG ASL Badge (Name tag) 2023-12-13 CC.mp4,SG ASL Badge (Name tag) 2023-12-13 CC.mp4,,Badge Name tag,2023-12-13,BADGE NAME TAG
/content/asl_app_data/dictionary/SG ASL Badger 1 2023-12-13 CC.mp4,SG ASL Badger 1 2023-12-13 CC.mp4,Badger,,2023-12-13,BADGER
/content/asl_app_data/dictionary/SG ASL Badminton 1 2023-12-13 CC.mp4,SG ASL Badminton 1 2023-12-13 CC.mp4,Badminton,,2023-12-13,BADMINTON
/content/asl_app_data/dictionary/SG ASL Badmouthing 1 2023-12-14 CC.mp4,SG ASL Badmouthing 1 2023-12-14 CC.mp4,Badmouthing,,2023-12-14,BADMOUTHING
/content/asl_app_data/dictionary/SG ASL Baffle (Alt) 2023-12-14 CC.mp4,SG ASL Baffle (Alt) 2023-12-14 CC.mp4,Baffle,,2023-12-14,BAFFLE
/content/asl_app_data/dictionary/SG ASL Bag 1 2023-12-15 CC.mp4,SG ASL Bag 1 2023-12-15 CC.mp4,Bag,,2023-12-15,BAG
/content/asl_app_data/dictionary/SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,Bagel,,2023-12-15,BAGEL
/content/asl_app_data/dictionary/SG ASL Baguette 2023-12-16 CC.mp4,SG ASL Baguette 2023-12-16 CC.mp4,Baguette,,2023-12-16,BAGUETTE
/content/asl_app_data/dictionary/SG ASL Bahamas 2 2023-12-16 CC.mp4,SG ASL Bahamas 2 2023-12-16 CC.mp4,Bahamas,,2023-12-16,BAHAMAS
/content/asl_app_data/dictionary/SG ASL Bahrain 2 2023-12-16 CC.mp4,SG ASL Bahrain 2 2023-12-16 CC.mp4,Bahrain,,2023-12-16,BAHRAIN
"/content/asl_app_data/dictionary/SG ASL Baird, Chuck 2 2023-12-17 CC.mp4","SG ASL Baird, Chuck 2 2023-12-17 CC.mp4",,"Baird, Chuck",2023-12-17,"BAIRD, CHUCK"
/content/asl_app_data/dictionary/SG ASL Bait 1 2023-12-17 CC.mp4,SG ASL Bait 1 2023-12-17 CC.mp4,Bait,,2023-12-17,BAIT
/content/asl_app_data/dictionary/SG ASL Bake 2023-12-17 CC.mp4,SG ASL Bake 2023-12-17 CC.mp4,Bake,,2023-12-17,BAKE
/content/asl_app_data/dictionary/SG ASL Balance (Alt) 2023-12-17 CC.mp4,SG ASL Balance (Alt) 2023-12-17 CC.mp4,Balance,,2023-12-17,BALANCE
/content/asl_app_data/dictionary/SG ASL Balcony 1 2023-12-18 CC.mp4,SG ASL Balcony 1 2023-12-18 CC.mp4,Balcony,,2023-12-18,BALCONY
/content/asl_app_data/dictionary/SG ASL Bald 2 2023-12-18 CC.mp4,SG ASL Bald 2 2023-12-18 CC.mp4,Bald,,2023-12-18,BALD
/content/asl_app_data/dictionary/SG ASL Baliff 3 2023-12-18 CC.mp4,SG ASL Baliff 3 2023-12-18 CC.mp4,Baliff,,2023-12-18,BALIFF
/content/asl_app_data/dictionary/SG ASL Balk 2023-12-18 CC.mp4,SG ASL Balk 2023-12-18 CC.mp4,Balk,,2023-12-18,BALK
/content/asl_app_data/dictionary/SG ASL Ball (Alt) 2023-12-18 CC.mp4,SG ASL Ball (Alt) 2023-12-18 CC.mp4,Ball,,2023-12-18,BALL
/content/asl_app_data/dictionary/SG ASL Ball Cap 1 2023-12-19 CC.mp4,SG ASL Ball Cap 1 2023-12-19 CC.mp4,,Ball Cap,2023-12-19,BALL CAP
/content/asl_app_data/dictionary/SG ASL Ball (Dance) 3 2023-12-18 CC.mp4,SG ASL Ball (Dance) 3 2023-12-18 CC.mp4,,Ball Dance,2023-12-18,BALL DANCE
/content/asl_app_data/dictionary/SG ASL Ballerina 2023-12-19 CC.mp4,SG ASL Ballerina 2023-12-19 CC.mp4,Ballerina,,2023-12-19,BALLERINA
/content/asl_app_data/dictionary/SG ASL Ballistic 1 2023-12-19 CC.mp4,SG ASL Ballistic 1 2023-12-19 CC.mp4,Ballistic,,2023-12-19,BALLISTIC
/content/asl_app_data/dictionary/SG ASL Balloon (Alt) 2023-12-20 CC.mp4,SG ASL Balloon (Alt) 2023-12-20 CC.mp4,Balloon,,2023-12-20,BALLOON
/content/asl_app_data/dictionary/SG ASL Ballot 1 2023-12-20 CC.mp4,SG ASL Ballot 1 2023-12-20 CC.mp4,Ballot,,2023-12-20,BALLOT
/content/asl_app_data/dictionary/SG ASL Ballroom 1 2023-12-20 CC.mp4,SG ASL Ballroom 1 2023-12-20 CC.mp4,Ballroom,,2023-12-20,BALLROOM
/content/asl_app_data/dictionary/SG ASL Baloney 2 2023-12-20 CC.mp4,SG ASL Baloney 2 2023-12-20 CC.mp4,Baloney,,2023-12-20,BALONEY
/content/asl_app_data/dictionary/SG ASL Baltimore (Alt) 2023-12-21 CC.mp4,SG ASL Baltimore (Alt) 2023-12-21 CC.mp4,Baltimore,,2023-12-21,BALTIMORE
/content/asl_app_data/dictionary/SG ASL Bam 3 2023-12-21 CC.mp4,SG ASL Bam 3 2023-12-21 CC.mp4,Bam,,2023-12-21,BAM
/content/asl_app_data/dictionary/SG ASL Bamboozle 2023-12-22 CC.mp4,SG ASL Bamboozle 2023-12-22 CC.mp4,Bamboozle,,2023-12-22,BAMBOOZLE
/content/asl_app_data/dictionary/SG ASL Ban (Alt) 2023-12-23 CC.mp4,SG ASL Ban (Alt) 2023-12-23 CC.mp4,Ban,,2023-12-23,BAN
/content/asl_app_data/dictionary/SG ASL Banal 1 2023-12-23 CC.mp4,SG ASL Banal 1 2023-12-23 CC.mp4,Banal,,2023-12-23,BANAL
/content/asl_app_data/dictionary/SG ASL Banana Alt 2 2023-12-24 CC.mp4,SG ASL Banana Alt 2 2023-12-24 CC.mp4,Banana,,2023-12-24,BANANA
/content/asl_app_data/dictionary/SG ASL Band 2024-1-3 CC.mp4,SG ASL Band 2024-1-3 CC.mp4,Band,,2024-1-3,BAND
/content/asl_app_data/dictionary/SG ASL Band Aid 2023-12-30 CC.mp4,SG ASL Band Aid 2023-12-30 CC.mp4,,Band Aid,2023-12-30,BAND AID
/content/asl_app_data/dictionary/SG ASL Band (Alt) 90 Degree 2023-12-24 CC.mp4,SG ASL Band (Alt) 90 Degree 2023-12-24 CC.mp4,,Band Degree,2023-12-24,BAND DEGREE
/content/asl_app_data/dictionary/SG ASL Band (Alt) 90 Degree Variant 2023-12-24 CC.mp4,SG ASL Band (Alt) 90 Degree Variant 2023-12-24 CC.mp4,,Band Degree Variant,2023-12-24,BAND DEGREE VARIANT
/content/asl_app_data/dictionary/SG ASL Band Music 2024-1-1 CC.mp4,SG ASL Band Music 2024-1-1 CC.mp4,,Band Music,2024-1-1,BAND MUSIC
/content/asl_app_data/dictionary/SG ASL Band Music (Other Variant) 2023-12-30 CC.mp4,SG ASL Band Music (Other Variant) 2023-12-30 CC.mp4,,Band Music Other Variant,2023-12-30,BAND MUSIC OTHER VARIANT
/content/asl_app_data/dictionary/SG ASL Band Music (Variant) 2023-12-31 CC.mp4,SG ASL Band Music (Variant) 2023-12-31 CC.mp4,,Band Music Variant,2023-12-31,BAND MUSIC VARIANT
/content/asl_app_data/dictionary/SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4,SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4,,Band Music Variant Extended,2023-12-31,BAND MUSIC VARIANT EXTENDED
/content/asl_app_data/dictionary/SG ASL Bandage 3 2024-1-1 CC.mp4,SG ASL Bandage 3 2024-1-1 CC.mp4,Bandage,,2024-1-1,BANDAGE
/content/asl_app_data/dictionary/SG ASL Bandit (Alt) 2024-1-2 CC.mp4,SG ASL Bandit (Alt) 2024-1-2 CC.mp4,Bandit,,2024-1-2,BANDIT
/content/asl_app_data/dictionary/SG ASL Bandit (Variant) 2 2024-1-2 CC.mp4,SG ASL Bandit (Variant) 2 2024-1-2 CC.mp4,,Bandit Variant,2024-1-2,BANDIT VARIANT
/content/asl_app_data/dictionary/SG ASL Bang 1 2024-1-4 CC.mp4,SG ASL Bang 1 2024-1-4 CC.mp4,Bang,,2024-1-4,BANG
/content/asl_app_data/dictionary/SG ASL Bang Up 2 2024-1-4 CC.mp4,SG ASL Bang Up 2 2024-1-4 CC.mp4,,Bang Up,2024-1-4,BANG UP
/content/asl_app_data/dictionary/SG ASL Bangkok 2024-1-4 CC.mp4,SG ASL Bangkok 2024-1-4 CC.mp4,Bangkok,,2024-1-4,BANGKOK
/content/asl_app_data/dictionary/SG ASL Bangs 2 2024-1-4 CC.mp4,SG ASL Bangs 2 2024-1-4 CC.mp4,Bangs,,2024-1-4,BANGS
/content/asl_app_data/dictionary/SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,Banish,,2024-1-4,BANISH
/content/asl_app_data/dictionary/SG ASL Banjo 2024-1-4 CC.mp4,SG ASL Banjo 2024-1-4 CC.mp4,Banjo,,2024-1-4,BANJO
/content/asl_app_data/dictionary/SG ASL Bank 3 2024-1-5 CC.mp4,SG ASL Bank 3 2024-1-5 CC.mp4,Bank,,2024-1-5,BANK
/content/asl_app_data/dictionary/SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4,SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4,,Bankrupt Sad,2024-1-5,BANKRUPT SAD
/content/asl_app_data/dictionary/SG ASL Banner (Alt) 2024-1-6 CC.mp4,SG ASL Banner (Alt) 2024-1-6 CC.mp4,Banner,,2024-1-6,BANNER
/content/asl_app_data/dictionary/SG ASL Banquet 3 2024-1-7 CC.mp4,SG ASL Banquet 3 2024-1-7 CC.mp4,Banquet,,2024-1-7,BANQUET
/content/asl_app_data/dictionary/SG ASL Banter 2 2024-1-7 CC.mp4,SG ASL Banter 2 2024-1-7 CC.mp4,Banter,,2024-1-7,BANTER
/content/asl_app_data/dictionary/SG ASL Baptism 3 2024-1-9 CC.mp4,SG ASL Baptism 3 2024-1-9 CC.mp4,Baptism,,2024-1-9,BAPTISM
/content/asl_app_data/dictionary/SG ASL Baptism (Extended) 2024-1-8 CC.mp4,SG ASL Baptism (Extended) 2024-1-8 CC.mp4,,Baptism Extended,2024-1-8,BAPTISM EXTENDED
/content/asl_app_data/dictionary/SG ASL Baptism (Other) 2024-1-9 CC.mp4,SG ASL Baptism (Other) 2024-1-9 CC.mp4,,Baptism Other,2024-1-9,BAPTISM OTHER
/content/asl_app_data/dictionary/SG ASL Baptism (Variant) 2024-1-9 CC.mp4,SG ASL Baptism (Variant) 2024-1-9 CC.mp4,,Baptism Variant,2024-1-9,BAPTISM VARIANT
/content/asl_app_data/dictionary/SG ASL Bar 2024-1-18 CC.mp4,SG ASL Bar 2024-1-18 CC.mp4,Bar,,2024-1-18,BAR
/content/asl_app_data/dictionary/SG ASL Bar (Block) 2024-1-9 CC.mp4,SG ASL Bar (Block) 2024-1-9 CC.mp4,,Bar Block,2024-1-9,BAR BLOCK
/content/asl_app_data/dictionary/SG ASL Bar Mitzvah 3 2024-1-11 CC.mp4,SG ASL Bar Mitzvah 3 2024-1-11 CC.mp4,,Bar Mitzvah,2024-1-11,BAR MITZVAH
/content/asl_app_data/dictionary/SG ASL Bar (Prevent) 2024-1-10 CC.mp4,SG ASL Bar (Prevent) 2024-1-10 CC.mp4,,Bar Prevent,2024-1-10,BAR PREVENT
/content/asl_app_data/dictionary/SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4,SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4,,Bar Rod,2024-1-10,BAR ROD
/content/asl_app_data/dictionary/SG ASL Barbados (Alt) 2024-1-11 CC.mp4,SG ASL Barbados (Alt) 2024-1-11 CC.mp4,Barbados,,2024-1-11,BARBADOS
/content/asl_app_data/dictionary/SG ASL Barbaric 3 2024-1-11 CC.mp4,SG ASL Barbaric 3 2024-1-11 CC.mp4,Barbaric,,2024-1-11,BARBARIC
/content/asl_app_data/dictionary/SG ASL Barbed Wire 3 2024-1-12 CC.mp4,SG ASL Barbed Wire 3 2024-1-12 CC.mp4,,Barbed Wire,2024-1-12,BARBED WIRE
/content/asl_app_data/dictionary/SG ASL Barber (Alt) 2024-1-12 CC.mp4,SG ASL Barber (Alt) 2024-1-12 CC.mp4,Barber,,2024-1-12,BARBER
/content/asl_app_data/dictionary/SG ASL Barcelona 2 2024-1-13 CC.mp4,SG ASL Barcelona 2 2024-1-13 CC.mp4,Barcelona,,2024-1-13,BARCELONA
/content/asl_app_data/dictionary/SG ASL Bare (Alt) 2024-1-13 CC.mp4,SG ASL Bare (Alt) 2024-1-13 CC.mp4,Bare,,2024-1-13,BARE
/content/asl_app_data/dictionary/SG ASL Barely (Alt) 2024-1-13 CC.mp4,SG ASL Barely (Alt) 2024-1-13 CC.mp4,Barely,,2024-1-13,BARELY
/content/asl_app_data/dictionary/SG ASL Barely (Variant) 2 2024-1-13 CC.mp4,SG ASL Barely (Variant) 2 2024-1-13 CC.mp4,,Barely Variant,2024-1-13,BARELY VARIANT
/content/asl_app_data/dictionary/SG ASL Bargain (Variant) 4 2024-1-13 CC.mp4,SG ASL Bargain (Variant) 4 2024-1-13 CC.mp4,,Bargain Variant,2024-1-13,BARGAIN VARIANT
/content/asl_app_data/dictionary/SG ASL Bargin (Alt) 4 2024-1-14 CC.mp4,SG ASL Bargin (Alt) 4 2024-1-14 CC.mp4,Bargin,,2024-1-14,BARGIN
/content/asl_app_data/dictionary/SG ASL Bark (Alt) 2 2024-1-14 CC.mp4,SG ASL Bark (Alt) 2 2024-1-14 CC.mp4,Bark,,2024-1-14,BARK
/content/asl_app_data/dictionary/SG ASL Bark (Wood) 2024-1-14 CC.mp4,SG ASL Bark (Wood) 2024-1-14 CC.mp4,,Bark Wood,2024-1-14,BARK WOOD
/content/asl_app_data/dictionary/SG ASL Barn 2 2024-1-15 CC.mp4,SG ASL Barn 2 2024-1-15 CC.mp4,Barn,,2024-1-15,BARN
/content/asl_app_data/dictionary/SG ASL Barn (Extended) 2024-1-15 CC.mp4,SG ASL Barn (Extended) 2024-1-15 CC.mp4,,Barn Extended,2024-1-15,BARN EXTENDED
/content/asl_app_data/dictionary/SG ASL Barometer 1 2024-1-16 CC.mp4,SG ASL Barometer 1 2024-1-16 CC.mp4,Barometer,,2024-1-16,BAROMETER
/content/asl_app_data/dictionary/SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4,SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4,,Barrage Gun,2024-1-16,BARRAGE GUN
/content/asl_app_data/dictionary/SG ASL Barrage (Question) 2 2024-1-17 CC.mp4,SG ASL Barrage (Question) 2 2024-1-17 CC.mp4,,Barrage Question,2024-1-17,BARRAGE QUESTION
/content/asl_app_data/dictionary/SG ASL Barrage (Requests) 2 2024-1-17 CC.mp4,SG ASL Barrage (Requests) 2 2024-1-17 CC.mp4,,Barrage Requests,2024-1-17,BARRAGE REQUESTS
/content/asl_app_data/dictionary/SG ASL Barren 3 2024-1-17 CC.mp4,SG ASL Barren 3 2024-1-17 CC.mp4,Barren,,2024-1-17,BARREN
/content/asl_app_data/dictionary/SG ASL Barrier 2024-1-18 CC.mp4,SG ASL Barrier 2024-1-18 CC.mp4,Barrier,,2024-1-18,BARRIER
/content/asl_app_data/dictionary/SG ASL Barter 2 2024-1-18 CC.mp4,SG ASL Barter 2 2024-1-18 CC.mp4,Barter,,2024-1-18,BARTER
/content/asl_app_data/dictionary/SG ASL Base on 3 2024-1-18 CC.mp4,SG ASL Base on 3 2024-1-18 CC.mp4,,Base on,2024-1-18,BASE ON
/content/asl_app_data/dictionary/SG ASL Baseball 2 2024-1-19 CC.mp4,SG ASL Baseball 2 2024-1-19 CC.mp4,Baseball,,2024-1-19,BASEBALL
/content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,,Baseball Glove,2024-1-21,BASEBALL GLOVE
/content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4,SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4,,Baseball Glove Extended,2024-1-20,BASEBALL GLOVE EXTENDED
/content/asl_app_data/dictionary/SG ASL Baseball Pitcher 2024-1-21 CC.mp4,SG ASL Baseball Pitcher 2024-1-21 CC.mp4,,Baseball Pitcher,2024-1-21,BASEBALL PITCHER
/content/asl_app_data/dictionary/SG ASL Baseball player 2024-1-21 CC.mp4,SG ASL Baseball player 2024-1-21 CC.mp4,,Baseball player,2024-1-21,BASEBALL PLAYER
/content/asl_app_data/dictionary/SG ASL Based on 2 2024-1-21 CC.mp4,SG ASL Based on 2 2024-1-21 CC.mp4,,Based on,2024-1-21,BASED ON
/content/asl_app_data/dictionary/SG ASL Baseless 2 2024-1-21 CC.mp4,SG ASL Baseless 2 2024-1-21 CC.mp4,Baseless,,2024-1-21,BASELESS
/content/asl_app_data/dictionary/SG ASL Basement 2 2024-1-22 CC.mp4,SG ASL Basement 2 2024-1-22 CC.mp4,Basement,,2024-1-22,BASEMENT
/content/asl_app_data/dictionary/SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4,SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4,,Bash Criticize,2024-1-24,BASH CRITICIZE
/content/asl_app_data/dictionary/SG ASL Bash (Party) 2024-1-24 CC.mp4,SG ASL Bash (Party) 2024-1-24 CC.mp4,,Bash Party,2024-1-24,BASH PARTY
/content/asl_app_data/dictionary/SG ASL Bash (Physical) 2 2024-1-24 CC.mp4,SG ASL Bash (Physical) 2 2024-1-24 CC.mp4,,Bash Physical,2024-1-24,BASH PHYSICAL
/content/asl_app_data/dictionary/SG ASL Bashful 2 2024-1-24 CC.mp4,SG ASL Bashful 2 2024-1-24 CC.mp4,Bashful,,2024-1-24,BASHFUL
/content/asl_app_data/dictionary/SG ASL Basic 2 2024-1-24 CC.mp4,SG ASL Basic 2 2024-1-24 CC.mp4,Basic,,2024-1-24,BASIC
/content/asl_app_data/dictionary/SG ASL Basket 3 2024-1-25 CC.mp4,SG ASL Basket 3 2024-1-25 CC.mp4,Basket,,2024-1-25,BASKET
/content/asl_app_data/dictionary/SG ASL Basketball (Alt) 2024-1-25 CC.mp4,SG ASL Basketball (Alt) 2024-1-25 CC.mp4,Basketball,,2024-1-25,BASKETBALL
/content/asl_app_data/dictionary/SG ASL Basketball (Variant) 2024-1-25 CC.mp4,SG ASL Basketball (Variant) 2024-1-25 CC.mp4,,Basketball Variant,2024-1-25,BASKETBALL VARIANT
/content/asl_app_data/dictionary/SG ASL Bastard 2 2024-1-30 CC.mp4,SG ASL Bastard 2 2024-1-30 CC.mp4,Bastard,,2024-1-30,BASTARD
/content/asl_app_data/dictionary/SG ASL Bat (Animal) 2 2024-1-31 CC.mp4,SG ASL Bat (Animal) 2 2024-1-31 CC.mp4,,Bat Animal,2024-1-31,BAT ANIMAL
/content/asl_app_data/dictionary/SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4,SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4,,Bat Mitzvah,2024-2-1,BAT MITZVAH
/content/asl_app_data/dictionary/SG ASL Bat (Wood) 1 2024-2-1 CC.mp4,SG ASL Bat (Wood) 1 2024-2-1 CC.mp4,,Bat Wood,2024-2-1,BAT WOOD
/content/asl_app_data/dictionary/SG ASL Batch 1 2024-2-1 CC.mp4,SG ASL Batch 1 2024-2-1 CC.mp4,Batch,,2024-2-1,BATCH
/content/asl_app_data/dictionary/SG ASL Batch 2 Handed 2024-2-1 CC.mp4,SG ASL Batch 2 Handed 2024-2-1 CC.mp4,,Batch Handed,2024-2-1,BATCH HANDED
/content/asl_app_data/dictionary/SG ASL Bath 2024-2-5 CC.mp4,SG ASL Bath 2024-2-5 CC.mp4,Bath,,2024-2-5,BATH
/content/asl_app_data/dictionary/SG ASL Bathing Suit (2 Piece) 2 2024-2-2 CC.mp4,SG ASL Bathing Suit (2 Piece) 2 2024-2-2 CC.mp4,,Bathing Suit Piece,2024-2-2,BATHING SUIT PIECE
"/content/asl_app_data/dictionary/SG ASL Bathing Suit (2 Piece, Alt) 2024-2-2 CC.mp4","SG ASL Bathing Suit (2 Piece, Alt) 2024-2-2 CC.mp4",,"Bathing Suit Piece,",2024-2-2,"BATHING SUIT PIECE,"
/content/asl_app_data/dictionary/SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,,Bathing suit Piece,2024-2-2,BATHING SUIT PIECE
/content/asl_app_data/dictionary/SG ASL Bathing suit (Trunks) 2024-2-3 CC.mp4,SG ASL Bathing suit (Trunks) 2024-2-3 CC.mp4,,Bathing suit Trunks,2024-2-3,BATHING SUIT TRUNKS
/content/asl_app_data/dictionary/SG ASL Bathrobe 2024-2-4 CC.mp4,SG ASL Bathrobe 2024-2-4 CC.mp4,Bathrobe,,2024-2-4,BATHROBE
/content/asl_app_data/dictionary/SG ASL Bathroom 3 2024-2-4 CC.mp4,SG ASL Bathroom 3 2024-2-4 CC.mp4,Bathroom,,2024-2-4,BATHROOM
/content/asl_app_data/dictionary/SG ASL Bathroom (Short) 2 2024-2-4 CC.mp4,SG ASL Bathroom (Short) 2 2024-2-4 CC.mp4,,Bathroom Short,2024-2-4,BATHROOM SHORT
/content/asl_app_data/dictionary/SG ASL Bathtime 2024-2-5 CC.mp4,SG ASL Bathtime 2024-2-5 CC.mp4,Bathtime,,2024-2-5,BATHTIME
/content/asl_app_data/dictionary/SG ASL Batman 1 2024-2-6 CC.mp4,SG ASL Batman 1 2024-2-6 CC.mp4,Batman,,2024-2-6,BATMAN
/content/asl_app_data/dictionary/SG ASL Batman (Other) 2024-2-5 CC.mp4,SG ASL Batman (Other) 2024-2-5 CC.mp4,,Batman Other,2024-2-5,BATMAN OTHER
/content/asl_app_data/dictionary/SG ASL Batman (Variant) 2024-2-6 CC.mp4,SG ASL Batman (Variant) 2024-2-6 CC.mp4,,Batman Variant,2024-2-6,BATMAN VARIANT
/content/asl_app_data/dictionary/SG ASL Baton Rouge 1 2024-2-7 CC.mp4,SG ASL Baton Rouge 1 2024-2-7 CC.mp4,,Baton Rouge,2024-2-7,BATON ROUGE
/content/asl_app_data/dictionary/SG ASL Batter 2024-2-8 CC.mp4,SG ASL Batter 2024-2-8 CC.mp4,Batter,,2024-2-8,BATTER
/content/asl_app_data/dictionary/SG ASL Battery (Alt) 2024-2-7 CC.mp4,SG ASL Battery (Alt) 2024-2-7 CC.mp4,Battery,,2024-2-7,BATTERY
/content/asl_app_data/dictionary/SG ASL Battery (Variant) 2024-2-8 CC.mp4,SG ASL Battery (Variant) 2024-2-8 CC.mp4,,Battery Variant,2024-2-8,BATTERY VARIANT
/content/asl_app_data/dictionary/SG ASL Batting Average 2024-2-9 CC.mp4,SG ASL Batting Average 2024-2-9 CC.mp4,,Batting Average,2024-2-9,BATTING AVERAGE
/content/asl_app_data/dictionary/SG ASL Batting Practice 3 2024-2-10 CC.mp4,SG ASL Batting Practice 3 2024-2-10 CC.mp4,,Batting Practice,2024-2-10,BATTING PRACTICE
/content/asl_app_data/dictionary/SG ASL Battle 2024-2-10 CC.mp4,SG ASL Battle 2024-2-10 CC.mp4,Battle,,2024-2-10,BATTLE
/content/asl_app_data/dictionary/SG ASL Battle (Act) 2024-2-10 CC.mp4,SG ASL Battle (Act) 2024-2-10 CC.mp4,,Battle Act,2024-2-10,BATTLE ACT
/content/asl_app_data/dictionary/SG ASL Bawl (Cry) 2024-2-10 CC.mp4,SG ASL Bawl (Cry) 2024-2-10 CC.mp4,,Bawl Cry,2024-2-10,BAWL CRY
